"timestamp","current"
03/03/14 21:46,402
03/03/14 21:47,402
03/03/14 21:48,370
03/03/14 21:48,370
03/03/14 21:48,402
03/03/14 21:48,402
03/03/14 21:49,531
03/03/14 21:49,515
03/03/14 21:49,1432
03/03/14 21:49,1416
03/03/14 21:50,1400
03/03/14 21:51,1400
03/03/14 21:51,1464
03/03/14 21:51,1593
03/03/14 21:52,804
03/03/14 21:52,804
03/03/14 21:52,804
03/03/14 21:53,724
03/03/14 21:53,804
03/03/14 21:53,804
03/03/14 21:53,579
03/03/14 21:54,724
03/03/14 21:54,466
03/03/14 21:54,482
03/03/14 21:55,466
03/03/14 21:56,466
03/03/14 21:57,482
03/03/14 21:58,482
03/03/14 21:59,466
03/03/14 22:00,466
03/03/14 22:01,466
03/03/14 22:02,466
03/03/14 22:03,466
03/03/14 22:04,466
03/03/14 22:05,466
03/03/14 22:06,466
03/03/14 22:07,466
03/03/14 22:08,466
03/03/14 22:09,466
03/03/14 22:10,498
03/03/14 22:10,515
03/03/14 22:11,515
03/03/14 22:12,515
03/03/14 22:13,515
03/03/14 22:14,498
03/03/14 22:15,498
03/03/14 22:16,515
03/03/14 22:17,498
03/03/14 22:18,498
03/03/14 22:19,498
03/03/14 22:20,498
03/03/14 22:21,498
03/03/14 22:22,498
03/03/14 22:23,498
03/03/14 22:24,498
03/03/14 22:25,498
03/03/14 22:26,515
03/03/14 22:27,498
03/03/14 22:28,498
03/03/14 22:29,498
03/03/14 22:30,498
03/03/14 22:31,531
03/03/14 22:31,531
03/03/14 22:31,531
03/03/14 22:32,547
03/03/14 22:33,515
03/03/14 22:33,531
03/03/14 22:34,515
03/03/14 22:35,515
03/03/14 22:36,531
03/03/14 22:37,531
03/03/14 22:37,466
03/03/14 22:38,482
03/03/14 22:38,466
03/03/14 22:39,466
03/03/14 22:40,466
03/03/14 22:41,466
03/03/14 22:42,466
03/03/14 22:43,466
03/03/14 22:44,466
03/03/14 22:45,466
03/03/14 22:46,466
03/03/14 22:47,466
03/03/14 22:48,466
03/03/14 22:49,466
03/03/14 22:50,466
03/03/14 22:51,466
03/03/14 22:52,466
03/03/14 22:53,466
03/03/14 22:54,466
03/03/14 22:55,434
03/03/14 22:55,402
03/03/14 22:55,370
03/03/14 22:56,370
03/03/14 22:56,515
03/03/14 22:56,515
03/03/14 22:57,354
03/03/14 22:57,273
03/03/14 22:57,482
03/03/14 22:57,338
03/03/14 22:58,338
03/03/14 22:58,273
03/03/14 22:58,273
03/03/14 22:59,370
03/03/14 22:59,370
03/03/14 22:59,354
03/03/14 23:00,370
03/03/14 23:01,354
03/03/14 23:01,273
03/03/14 23:01,273
03/03/14 23:02,289
03/03/14 23:03,289
03/03/14 23:04,289
03/03/14 23:05,289
03/03/14 23:06,273
03/03/14 23:07,273
03/03/14 23:08,273
03/03/14 23:09,273
03/03/14 23:10,273
03/03/14 23:11,273
03/03/14 23:12,273
03/03/14 23:13,273
03/03/14 23:14,273
03/03/14 23:15,273
03/03/14 23:16,273
03/03/14 23:17,273
03/03/14 23:18,289
03/03/14 23:19,273
03/03/14 23:20,273
03/03/14 23:21,273
03/03/14 23:22,273
03/03/14 23:23,289
03/03/14 23:24,273
03/03/14 23:25,273
03/03/14 23:26,273
03/03/14 23:27,273
03/03/14 23:28,289
03/03/14 23:29,273
03/03/14 23:30,273
03/03/14 23:31,273
03/03/14 23:32,273
03/03/14 23:33,273
03/03/14 23:34,273
03/03/14 23:34,338
03/03/14 23:35,305
03/03/14 23:35,305
03/03/14 23:35,305
03/03/14 23:36,305
03/03/14 23:37,305
03/03/14 23:38,289
03/03/14 23:39,289
03/03/14 23:40,289
03/03/14 23:41,289
03/03/14 23:42,289
03/03/14 23:43,305
03/03/14 23:44,305
03/03/14 23:45,289
03/03/14 23:46,289
03/03/14 23:47,289
03/03/14 23:48,289
03/03/14 23:49,305
03/03/14 23:50,289
03/03/14 23:51,289
03/03/14 23:52,289
03/03/14 23:53,289
03/03/14 23:54,305
03/03/14 23:55,289
03/03/14 23:56,289
03/03/14 23:57,289
03/03/14 23:58,289
03/03/14 23:59,289
03/04/14 00:00,289
03/04/14 00:01,289
03/04/14 00:02,289
03/04/14 00:03,289
03/04/14 00:04,273
03/04/14 00:05,273
03/04/14 00:06,273
03/04/14 00:07,273
03/04/14 00:08,273
03/04/14 00:09,273
03/04/14 00:10,273
03/04/14 00:11,273
03/04/14 00:12,273
03/04/14 00:13,273
03/04/14 00:14,273
03/04/14 00:15,273
03/04/14 00:16,273
03/04/14 00:17,273
03/04/14 00:18,273
03/04/14 00:19,273
03/04/14 00:20,273
03/04/14 00:21,273
03/04/14 00:22,289
03/04/14 00:23,273
03/04/14 00:24,273
03/04/14 00:25,273
03/04/14 00:26,273
03/04/14 00:27,273
03/04/14 00:28,273
03/04/14 00:29,273
03/04/14 00:30,273
03/04/14 00:31,273
03/04/14 00:32,273
03/04/14 00:33,273
03/04/14 00:34,273
03/04/14 00:35,273
03/04/14 00:36,273
03/04/14 00:37,273
03/04/14 00:38,273
03/04/14 00:39,273
03/04/14 00:40,273
03/04/14 00:41,273
03/04/14 00:42,273
03/04/14 00:43,273
03/04/14 00:44,273
03/04/14 00:45,273
03/04/14 00:46,273
03/04/14 00:47,273
03/04/14 00:48,273
03/04/14 00:49,273
03/04/14 00:50,273
03/04/14 00:51,273
03/04/14 00:52,273
03/04/14 00:53,273
03/04/14 00:54,273
03/04/14 00:55,273
03/04/14 00:56,273
03/04/14 00:57,289
03/04/14 00:58,273
03/04/14 00:59,273
03/04/14 01:00,273
03/04/14 01:01,273
03/04/14 01:02,305
03/04/14 01:02,305
03/04/14 01:03,305
03/04/14 01:04,305
03/04/14 01:05,289
03/04/14 01:06,289
03/04/14 01:07,289
03/04/14 01:08,289
03/04/14 01:09,289
03/04/14 01:10,289
03/04/14 01:11,289
03/04/14 01:12,289
03/04/14 01:13,289
03/04/14 01:14,289
03/04/14 01:15,289
03/04/14 01:16,289
03/04/14 01:17,289
03/04/14 01:18,289
03/04/14 01:19,289
03/04/14 01:20,289
03/04/14 01:21,289
03/04/14 01:22,289
03/04/14 01:23,289
03/04/14 01:24,289
03/04/14 01:25,289
03/04/14 01:26,289
03/04/14 01:27,289
03/04/14 01:28,289
03/04/14 01:29,289
03/04/14 01:30,289
03/04/14 01:31,289
03/04/14 01:32,273
03/04/14 01:33,273
03/04/14 01:34,273
03/04/14 01:35,273
03/04/14 01:36,273
03/04/14 01:37,273
03/04/14 01:38,273
03/04/14 01:39,273
03/04/14 01:40,273
03/04/14 01:41,273
03/04/14 01:42,273
03/04/14 01:43,273
03/04/14 01:44,273
03/04/14 01:45,273
03/04/14 01:46,273
03/04/14 01:47,273
03/04/14 01:48,273
03/04/14 01:49,273
03/04/14 01:50,273
03/04/14 01:51,273
03/04/14 01:52,273
03/04/14 01:53,273
03/04/14 01:54,273
03/04/14 01:55,273
03/04/14 01:56,273
03/04/14 01:57,273
03/04/14 01:58,273
03/04/14 01:59,273
03/04/14 02:00,273
03/04/14 02:01,273
03/04/14 02:02,273
03/04/14 02:03,273
03/04/14 02:04,273
03/04/14 02:05,273
03/04/14 02:06,273
03/04/14 02:07,273
03/04/14 02:08,273
03/04/14 02:09,273
03/04/14 02:10,273
03/04/14 02:11,273
03/04/14 02:12,273
03/04/14 02:13,273
03/04/14 02:14,273
03/04/14 02:15,273
03/04/14 02:16,273
03/04/14 02:17,273
03/04/14 02:18,273
03/04/14 02:19,273
03/04/14 02:20,273
03/04/14 02:21,273
03/04/14 02:22,273
03/04/14 02:23,273
03/04/14 02:24,273
03/04/14 02:25,273
03/04/14 02:26,273
03/04/14 02:27,273
03/04/14 02:28,273
03/04/14 02:29,273
03/04/14 02:30,273
03/04/14 02:31,273
03/04/14 02:32,273
03/04/14 02:33,305
03/04/14 02:33,305
03/04/14 02:33,305
03/04/14 02:34,338
03/04/14 02:34,305
03/04/14 02:34,305
03/04/14 02:35,305
03/04/14 02:36,289
03/04/14 02:37,289
03/04/14 02:38,305
03/04/14 02:39,289
03/04/14 02:40,289
03/04/14 02:41,289
03/04/14 02:42,289
03/04/14 02:43,289
03/04/14 02:44,289
03/04/14 02:45,289
03/04/14 02:46,289
03/04/14 02:47,289
03/04/14 02:48,289
03/04/14 02:49,289
03/04/14 02:50,289
03/04/14 02:51,289
03/04/14 02:52,289
03/04/14 02:53,289
03/04/14 02:54,289
03/04/14 02:55,289
03/04/14 02:56,289
03/04/14 02:57,289
03/04/14 02:58,289
03/04/14 02:59,289
03/04/14 03:00,289
03/04/14 03:01,289
03/04/14 03:02,305
03/04/14 03:03,289
03/04/14 03:04,273
03/04/14 03:05,273
03/04/14 03:06,273
03/04/14 03:07,273
03/04/14 03:08,273
03/04/14 03:09,273
03/04/14 03:10,273
03/04/14 03:11,273
03/04/14 03:12,273
03/04/14 03:13,273
03/04/14 03:14,273
03/04/14 03:15,273
03/04/14 03:16,273
03/04/14 03:17,273
03/04/14 03:18,273
03/04/14 03:19,273
03/04/14 03:20,273
03/04/14 03:21,273
03/04/14 03:22,273
03/04/14 03:23,273
03/04/14 03:24,273
03/04/14 03:25,273
03/04/14 03:26,289
03/04/14 03:27,273
03/04/14 03:28,289
03/04/14 03:29,273
03/04/14 03:30,273
03/04/14 03:31,273
03/04/14 03:32,273
03/04/14 03:33,273
03/04/14 03:34,273
03/04/14 03:35,273
03/04/14 03:36,273
03/04/14 03:37,273
03/04/14 03:38,273
03/04/14 03:39,273
03/04/14 03:40,273
03/04/14 03:41,273
03/04/14 03:42,273
03/04/14 03:43,273
03/04/14 03:44,273
03/04/14 03:45,273
03/04/14 03:46,273
03/04/14 03:47,273
03/04/14 03:48,273
03/04/14 03:49,273
03/04/14 03:50,273
03/04/14 03:51,273
03/04/14 03:52,273
03/04/14 03:53,273
03/04/14 03:54,273
03/04/14 03:55,273
03/04/14 03:56,273
03/04/14 03:57,289
03/04/14 03:58,273
03/04/14 03:59,273
03/04/14 04:00,273
03/04/14 04:01,289
03/04/14 04:02,273
03/04/14 04:03,273
03/04/14 04:04,273
03/04/14 04:05,273
03/04/14 04:06,273
03/04/14 04:07,305
03/04/14 04:07,305
03/04/14 04:08,305
03/04/14 04:09,305
03/04/14 04:10,289
03/04/14 04:11,305
03/04/14 04:12,289
03/04/14 04:13,289
03/04/14 04:14,289
03/04/14 04:15,289
03/04/14 04:16,289
03/04/14 04:17,289
03/04/14 04:18,289
03/04/14 04:19,289
03/04/14 04:20,289
03/04/14 04:21,289
03/04/14 04:22,289
03/04/14 04:23,289
03/04/14 04:24,289
03/04/14 04:25,289
03/04/14 04:26,289
03/04/14 04:27,289
03/04/14 04:28,289
03/04/14 04:29,289
03/04/14 04:30,305
03/04/14 04:31,289
03/04/14 04:32,289
03/04/14 04:33,289
03/04/14 04:34,289
03/04/14 04:35,289
03/04/14 04:36,305
03/04/14 04:37,289
03/04/14 04:38,273
03/04/14 04:39,273
03/04/14 04:40,273
03/04/14 04:41,273
03/04/14 04:42,273
03/04/14 04:43,273
03/04/14 04:44,273
03/04/14 04:45,273
03/04/14 04:46,273
03/04/14 04:47,273
03/04/14 04:48,273
03/04/14 04:49,273
03/04/14 04:50,273
03/04/14 04:51,273
03/04/14 04:52,273
03/04/14 04:53,273
03/04/14 04:54,273
03/04/14 04:55,273
03/04/14 04:56,273
03/04/14 04:57,273
03/04/14 04:58,273
03/04/14 04:59,273
03/04/14 05:00,273
03/04/14 05:01,289
03/04/14 05:02,273
03/04/14 05:03,273
03/04/14 05:04,273
03/04/14 05:05,273
03/04/14 05:06,273
03/04/14 05:07,273
03/04/14 05:08,273
03/04/14 05:09,273
03/04/14 05:10,273
03/04/14 05:11,273
03/04/14 05:12,273
03/04/14 05:13,273
03/04/14 05:14,273
03/04/14 05:15,273
03/04/14 05:16,273
03/04/14 05:17,273
03/04/14 05:18,273
03/04/14 05:19,273
03/04/14 05:20,273
03/04/14 05:21,273
03/04/14 05:22,273
03/04/14 05:23,273
03/04/14 05:24,273
03/04/14 05:25,273
03/04/14 05:26,289
03/04/14 05:27,273
03/04/14 05:28,273
03/04/14 05:29,273
03/04/14 05:30,273
03/04/14 05:31,273
03/04/14 05:32,273
03/04/14 05:33,273
03/04/14 05:34,273
03/04/14 05:35,273
03/04/14 05:36,273
03/04/14 05:37,273
03/04/14 05:38,289
03/04/14 05:39,273
03/04/14 05:40,273
03/04/14 05:41,273
03/04/14 05:42,289
03/04/14 05:43,273
03/04/14 05:44,273
03/04/14 05:45,273
03/04/14 05:46,1738
03/04/14 05:46,338
03/04/14 05:46,305
03/04/14 05:47,305
03/04/14 05:47,305
03/04/14 05:48,305
03/04/14 05:49,289
03/04/14 05:50,289
03/04/14 05:51,289
03/04/14 05:52,289
03/04/14 05:53,305
03/04/14 05:54,305
03/04/14 05:55,289
03/04/14 05:56,289
03/04/14 05:57,289
03/04/14 05:58,289
03/04/14 05:59,289
03/04/14 06:00,305
03/04/14 06:01,289
03/04/14 06:02,289
03/04/14 06:03,289
03/04/14 06:04,289
03/04/14 06:05,289
03/04/14 06:06,289
03/04/14 06:07,289
03/04/14 06:08,289
03/04/14 06:09,289
03/04/14 06:10,289
03/04/14 06:11,305
03/04/14 06:12,305
03/04/14 06:13,289
03/04/14 06:14,289
03/04/14 06:15,305
03/04/14 06:16,289
03/04/14 06:17,289
03/04/14 06:18,305
03/04/14 06:19,273
03/04/14 06:19,273
03/04/14 06:20,273
03/04/14 06:21,273
03/04/14 06:22,273
03/04/14 06:23,273
03/04/14 06:24,354
03/04/14 06:24,370
03/04/14 06:24,354
03/04/14 06:25,354
03/04/14 06:26,354
03/04/14 06:27,354
03/04/14 06:28,354
03/04/14 06:29,354
03/04/14 06:30,354
03/04/14 06:31,354
03/04/14 06:31,305
03/04/14 06:32,305
03/04/14 06:32,338
03/04/14 06:32,338
03/04/14 06:32,305
03/04/14 06:33,305
03/04/14 06:33,338
03/04/14 06:33,338
03/04/14 06:33,305
03/04/14 06:33,305
03/04/14 06:34,305
03/04/14 06:34,338
03/04/14 06:35,305
03/04/14 06:35,338
03/04/14 06:35,338
03/04/14 06:36,354
03/04/14 06:37,354
03/04/14 06:38,305
03/04/14 06:38,305
03/04/14 06:38,305
03/04/14 06:39,305
03/04/14 06:40,273
03/04/14 06:40,273
03/04/14 06:41,273
03/04/14 06:42,273
03/04/14 06:43,273
03/04/14 06:44,273
03/04/14 06:45,273
03/04/14 06:46,273
03/04/14 06:47,273
03/04/14 06:48,273
03/04/14 06:49,273
03/04/14 06:50,354
03/04/14 06:50,354
03/04/14 06:50,354
03/04/14 06:51,354
03/04/14 06:52,338
03/04/14 06:53,338
03/04/14 06:54,354
03/04/14 06:55,434
03/04/14 06:55,434
03/04/14 06:55,434
03/04/14 06:56,434
03/04/14 06:57,434
03/04/14 06:58,434
03/04/14 06:59,434
03/04/14 07:00,434
03/04/14 07:01,434
03/04/14 07:02,434
03/04/14 07:03,434
03/04/14 07:04,434
03/04/14 07:05,434
03/04/14 07:06,434
03/04/14 07:07,434
03/04/14 07:08,434
03/04/14 07:09,434
03/04/14 07:10,515
03/04/14 07:10,515
03/04/14 07:11,515
03/04/14 07:12,515
03/04/14 07:13,515
03/04/14 07:14,627
03/04/14 07:14,515
03/04/14 07:14,515
03/04/14 07:14,643
03/04/14 07:15,547
03/04/14 07:15,692
03/04/14 07:15,692
03/04/14 07:15,3476
03/04/14 07:15,3412
03/04/14 07:16,3476
03/04/14 07:16,3412
03/04/14 07:16,3476
03/04/14 07:16,3412
03/04/14 07:16,3428
03/04/14 07:17,3476
03/04/14 07:17,3492
03/04/14 07:18,3412
03/04/14 07:18,3476
03/04/14 07:18,3412
03/04/14 07:18,3476
03/04/14 07:19,708
03/04/14 07:19,692
03/04/14 07:19,692
03/04/14 07:19,579
03/04/14 07:19,659
03/04/14 07:20,659
03/04/14 07:20,659
03/04/14 07:21,659
03/04/14 07:22,659
03/04/14 07:22,820
03/04/14 07:23,1690
03/04/14 07:23,1625
03/04/14 07:23,1625
03/04/14 07:24,1641
03/04/14 07:25,1641
03/04/14 07:25,724
03/04/14 07:25,1641
03/04/14 07:26,708
03/04/14 07:26,708
03/04/14 07:26,724
03/04/14 07:26,804
03/04/14 07:26,708
03/04/14 07:27,708
03/04/14 07:27,708
03/04/14 07:27,1384
03/04/14 07:27,1368
03/04/14 07:28,708
03/04/14 07:28,708
03/04/14 07:28,708
03/04/14 07:29,2382
03/04/14 07:29,853
03/04/14 07:29,853
03/04/14 07:29,627
03/04/14 07:29,627
03/04/14 07:30,676
03/04/14 07:30,1303
03/04/14 07:30,1287
03/04/14 07:31,659
03/04/14 07:31,659
03/04/14 07:32,659
03/04/14 07:32,2382
03/04/14 07:33,2382
03/04/14 07:33,2398
03/04/14 07:34,2398
