"timestamp","temp"
02/03/14 09:46,5.9
02/03/14 09:47,5.9
02/03/14 09:48,5.9
02/03/14 09:49,5.9
02/03/14 09:50,5.9
02/03/14 09:52,5.8
02/03/14 09:53,5.9
02/03/14 09:54,5.9
02/03/14 09:54,5.8
02/03/14 09:55,5.9
02/03/14 09:57,5.9
02/03/14 09:58,5.8
02/03/14 09:59,5.9
02/03/14 10:00,5.8
02/03/14 10:01,5.8
02/03/14 10:02,5.9
02/03/14 10:03,5.9
02/03/14 10:04,5.8
02/03/14 10:05,5.9
02/03/14 10:06,5.8
02/03/14 10:08,5.9
02/03/14 10:09,5.9
02/03/14 10:09,5.9
02/03/14 10:10,5.9
02/03/14 10:11,5.9
02/03/14 10:13,5.9
02/03/14 10:14,5.9
02/03/14 10:15,5.9
02/03/14 10:16,5.9
02/03/14 10:17,5.9
02/03/14 10:18,5.9
02/03/14 10:19,5.9
02/03/14 10:20,5.9
02/03/14 10:21,5.9
02/03/14 10:22,5.9
02/03/14 10:24,6
02/03/14 10:24,6
02/03/14 10:25,6
02/03/14 10:26,6
02/03/14 10:27,6
02/03/14 10:29,6.1
02/03/14 10:30,6.1
02/03/14 10:31,6.1
02/03/14 10:32,6.1
02/03/14 10:32,6.2
02/03/14 10:34,6.2
02/03/14 10:35,6.2
02/03/14 10:36,6.2
02/03/14 10:37,6.2
02/03/14 10:38,6.2
02/03/14 10:39,6.3
02/03/14 10:40,6.3
02/03/14 10:41,6.3
02/03/14 10:42,6.3
02/03/14 10:43,6.3
02/03/14 10:45,6.3
02/03/14 10:46,6.3
02/03/14 10:47,6.3
02/03/14 10:47,6.3
02/03/14 10:48,6.3
02/03/14 10:50,6.3
02/03/14 10:51,6.3
02/03/14 10:52,6.4
02/03/14 10:53,6.4
02/03/14 10:54,6.4
02/03/14 10:55,6.4
02/03/14 10:56,6.5
02/03/14 10:57,6.5
02/03/14 10:58,6.4
02/03/14 10:59,6.5
02/03/14 11:01,6.5
02/03/14 11:02,6.5
02/03/14 11:02,6.6
02/03/14 11:03,6.6
02/03/14 11:04,6.6
02/03/14 11:06,6.6
02/03/14 11:07,6.6
02/03/14 11:08,6.6
02/03/14 11:09,6.6
02/03/14 11:10,6.7
02/03/14 11:11,6.7
02/03/14 11:12,6.7
02/03/14 11:14,6.8
02/03/14 11:15,6.9
02/03/14 11:17,6.9
02/03/14 11:17,7
02/03/14 11:18,7.1
02/03/14 11:19,7.1
02/03/14 11:20,7.2
02/03/14 11:22,7.3
02/03/14 11:23,7.4
02/03/14 11:24,7.4
02/03/14 11:25,7.5
02/03/14 11:25,7.5
02/03/14 11:27,7.6
02/03/14 11:28,7.6
02/03/14 11:29,7.6
02/03/14 11:30,7.7
02/03/14 11:31,7.7
02/03/14 11:32,7.8
02/03/14 11:33,7.8
02/03/14 11:34,7.8
02/03/14 11:35,7.9
02/03/14 11:36,7.9
02/03/14 11:38,8
02/03/14 11:39,8
02/03/14 11:40,8
02/03/14 11:40,8
02/03/14 11:41,8.1
02/03/14 11:43,8.1
02/03/14 11:44,8.1
02/03/14 11:45,8.2
02/03/14 11:46,8.2
02/03/14 11:47,8.2
02/03/14 11:48,8.3
02/03/14 11:49,8.3
02/03/14 11:50,8.3
02/03/14 11:51,8.3
02/03/14 11:52,8.4
02/03/14 11:54,8.4
02/03/14 11:55,8.4
02/03/14 11:55,8.4
02/03/14 11:56,8.4
02/03/14 11:57,8.5
02/03/14 11:59,8.6
02/03/14 12:00,8.6
02/03/14 12:01,8.6
02/03/14 12:02,8.6
02/03/14 12:03,8.7
02/03/14 12:04,8.7
02/03/14 12:05,8.7
02/03/14 12:06,8.7
02/03/14 12:07,8.8
02/03/14 12:08,8.8
02/03/14 12:10,8.8
02/03/14 12:10,8.8
02/03/14 12:11,8.9
02/03/14 12:12,8.9
02/03/14 12:13,8.9
02/03/14 12:15,8.9
02/03/14 12:16,8.9
02/03/14 12:17,8.9
02/03/14 12:18,8.9
02/03/14 12:18,8.9
02/03/14 12:20,9
02/03/14 12:21,9
02/03/14 12:22,9
02/03/14 12:23,9
02/03/14 12:24,9.1
02/03/14 12:25,9.1
02/03/14 12:26,9.1
02/03/14 12:27,9.2
02/03/14 12:28,9.2
02/03/14 12:29,9.2
02/03/14 12:31,9.2
02/03/14 12:32,9.3
02/03/14 12:33,9.3
02/03/14 12:33,9.3
02/03/14 12:34,9.3
02/03/14 12:36,9.3
02/03/14 12:37,9.4
02/03/14 12:38,9.4
02/03/14 12:39,9.4
02/03/14 12:40,9.4
02/03/14 12:41,9.4
02/03/14 12:42,9.4
02/03/14 12:43,9.4
02/03/14 12:44,9.5
02/03/14 12:45,9.5
02/03/14 12:47,9.5
02/03/14 12:48,9.5
02/03/14 12:48,9.6
02/03/14 12:49,9.6
02/03/14 12:50,9.6
02/03/14 12:52,9.6
02/03/14 12:53,9.6
02/03/14 12:54,9.7
02/03/14 12:55,9.7
02/03/14 12:56,9.7
02/03/14 12:57,9.7
02/03/14 12:58,9.7
02/03/14 12:59,9.7
02/03/14 13:00,9.7
02/03/14 13:01,9.7
02/03/14 13:03,9.6
02/03/14 13:03,9.6
02/03/14 13:04,9.6
02/03/14 13:05,9.6
02/03/14 13:06,9.6
02/03/14 13:08,9.6
02/03/14 13:09,9.6
02/03/14 13:10,9.6
02/03/14 13:11,9.6
02/03/14 13:11,9.6
02/03/14 13:13,9.6
02/03/14 13:14,9.6
02/03/14 13:15,9.6
02/03/14 13:16,9.6
02/03/14 13:17,9.6
02/03/14 13:19,9.6
02/03/14 13:19,9.6
02/03/14 13:20,9.6
02/03/14 13:21,9.6
02/03/14 13:22,9.6
02/03/14 13:24,9.6
02/03/14 13:25,9.6
02/03/14 13:26,9.6
02/03/14 13:26,9.6
02/03/14 13:27,9.7
02/03/14 13:29,9.6
02/03/14 13:30,9.6
02/03/14 13:31,9.7
02/03/14 13:32,9.7
02/03/14 13:33,9.7
02/03/14 13:34,9.7
02/03/14 13:35,9.6
02/03/14 13:36,9.7
02/03/14 13:37,9.7
02/03/14 13:38,9.7
02/03/14 13:40,9.7
02/03/14 13:41,9.7
02/03/14 13:41,9.7
02/03/14 13:42,9.7
02/03/14 13:43,9.7
02/03/14 13:45,9.7
02/03/14 13:46,9.7
02/03/14 13:47,9.7
02/03/14 13:48,9.7
02/03/14 13:49,9.7
02/03/14 13:50,9.7
02/03/14 13:51,9.7
02/03/14 13:52,9.7
02/03/14 13:53,9.7
02/03/14 13:54,9.7
02/03/14 13:56,9.6
02/03/14 13:56,9.6
02/03/14 13:57,9.6
02/03/14 13:58,9.6
02/03/14 13:59,9.6
02/03/14 14:01,9.6
02/03/14 14:02,9.6
02/03/14 14:03,9.6
02/03/14 14:04,9.6
02/03/14 14:04,9.6
02/03/14 14:06,9.5
02/03/14 14:07,9.5
02/03/14 14:08,9.5
02/03/14 14:09,9.5
02/03/14 14:10,9.5
02/03/14 14:11,9.5
02/03/14 14:12,9.5
02/03/14 14:13,9.5
02/03/14 14:14,9.4
02/03/14 14:15,9.5
02/03/14 14:17,9.5
02/03/14 14:18,9.5
02/03/14 14:19,9.4
02/03/14 14:19,9.4
02/03/14 14:20,9.4
02/03/14 14:22,9.4
02/03/14 14:23,9.4
02/03/14 14:24,9.4
02/03/14 14:25,9.4
02/03/14 14:26,9.4
02/03/14 14:27,9.4
02/03/14 14:28,9.4
02/03/14 14:29,9.4
02/03/14 14:30,9.4
02/03/14 14:31,9.4
02/03/14 14:33,9.4
02/03/14 14:34,9.4
02/03/14 14:34,9.4
02/03/14 14:35,9.4
02/03/14 14:36,9.4
02/03/14 14:38,9.3
02/03/14 14:39,9.4
02/03/14 14:40,9.4
02/03/14 14:41,9.4
02/03/14 14:42,9.4
02/03/14 14:43,9.3
02/03/14 14:44,9.3
02/03/14 14:45,9.3
02/03/14 14:46,9.3
02/03/14 14:47,9.3
02/03/14 14:49,9.2
02/03/14 14:49,9.2
02/03/14 14:50,9.3
02/03/14 14:51,9.3
02/03/14 14:52,9.2
02/03/14 14:54,9.2
02/03/14 14:55,9.2
02/03/14 14:56,9.2
02/03/14 14:57,9.2
02/03/14 14:57,9.1
02/03/14 14:59,9.1
02/03/14 15:05,9.1
02/03/14 15:05,9.1
02/03/14 15:06,9
02/03/14 15:07,9
02/03/14 15:08,9
02/03/14 15:10,9
02/03/14 15:11,9
02/03/14 15:12,9
02/03/14 15:12,9
02/03/14 15:13,9
02/03/14 15:15,8.9
02/03/14 15:16,8.9
02/03/14 15:17,8.9
02/03/14 15:18,8.9
02/03/14 15:19,8.9
02/03/14 15:20,8.9
02/03/14 15:21,8.8
02/03/14 15:22,8.8
02/03/14 15:24,8.8
02/03/14 15:26,8.8
02/03/14 15:27,8.7
02/03/14 15:27,8.8
02/03/14 15:28,8.8
02/03/14 15:29,8.7
02/03/14 15:31,8.7
02/03/14 15:32,8.8
02/03/14 15:33,8.7
02/03/14 15:34,8.7
02/03/14 15:35,8.7
02/03/14 15:36,8.7
02/03/14 15:37,8.6
02/03/14 15:38,8.6
02/03/14 15:39,8.6
02/03/14 15:40,8.6
02/03/14 15:42,8.6
02/03/14 15:43,8.6
02/03/14 15:43,8.6
02/03/14 15:44,8.6
02/03/14 15:45,8.6
02/03/14 15:47,8.6
02/03/14 15:48,8.5
02/03/14 15:49,8.5
02/03/14 15:50,8.5
02/03/14 15:50,8.5
02/03/14 15:52,8.5
02/03/14 15:53,8.5
02/03/14 15:54,8.5
02/03/14 15:55,8.5
02/03/14 15:56,8.5
02/03/14 15:58,8.5
02/03/14 15:58,8.4
02/03/14 15:59,8.4
02/03/14 16:00,8.4
02/03/14 16:01,8.4
02/03/14 16:03,8.4
02/03/14 16:04,8.4
02/03/14 16:05,8.4
02/03/14 16:05,8.4
02/03/14 16:06,8.3
02/03/14 16:08,8.3
02/03/14 16:09,8.3
02/03/14 16:10,8.3
02/03/14 16:11,8.3
02/03/14 16:12,8.3
02/03/14 16:13,8.3
02/03/14 16:14,8.2
02/03/14 16:15,8.2
02/03/14 16:16,8.2
02/03/14 16:17,8.2
02/03/14 16:19,8.2
02/03/14 16:20,8.2
02/03/14 16:20,8.2
02/03/14 16:21,8.2
02/03/14 16:22,8.2
